dt,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1695182400,2023-09-20 04:00:00,5,1108.17,3.05,32.22,154.5,41.96,84.29,94.88,7.73
1695186000,2023-09-20 05:00:00,5,961.3,1.54,21.76,188.83,36.24,84.29,91.94,6.71
1695189600,2023-09-20 06:00:00,5,947.95,1.13,19.36,214.58,34.81,90.42,97.12,6.84
1695193200,2023-09-20 07:00:00,5,1068.12,1.4,27.42,226.02,41.01,101.23,107.99,8.36
1695196800,2023-09-20 08:00:00,5,1241.68,1.56,37.36,223.16,47.68,112.56,119.93,10.26
1695200400,2023-09-20 09:00:00,5,1321.79,1.22,41.81,205.99,47.21,113.12,120.74,10.89
1695204000,2023-09-20 10:00:00,5,1495.36,0.73,50.04,171.66,45.78,109.63,118.37,12.54
1695207600,2023-09-20 11:00:00,5,1789.09,0.1,62.38,114.44,45.78,107.44,118.66,14.19
1695211200,2023-09-20 12:00:00,5,1976.01,0,71.97,62.94,46.73,106.75,121.15,14.69
1695214800,2023-09-20 13:00:00,5,2002.72,0.01,76.09,32.54,45.3,103.44,120.91,14.06
1695218400,2023-09-20 14:00:00,5,1842.5,0.53,74.03,12.52,42.44,92.86,112.04,12.79
1695222000,2023-09-20 15:00:00,5,1642.23,4.69,65.8,1.39,40.53,79.81,99.54,11.78
1695225600,2023-09-20 16:00:00,4,1441.96,11.06,52.09,0.06,36.72,66.43,85.53,10.39
1695229200,2023-09-20 17:00:00,4,1375.2,15.87,42.16,0.01,31.95,60.36,79.2,9.5
1695232800,2023-09-20 18:00:00,4,1335.14,19.22,35.64,0,29.56,58.42,76.79,9.25
1695236400,2023-09-20 19:00:00,4,1335.14,21.9,30.85,0,28.37,59.38,75.87,9.25
1695240000,2023-09-20 20:00:00,4,1361.85,25.03,27.42,0,27.42,62.2,77.02,9.5
1695243600,2023-09-20 21:00:00,4,1428.6,29.06,24.68,0,27.18,66.18,80.12,9.88
1695247200,2023-09-20 22:00:00,4,1482.01,33.97,22.28,0,28.61,70.91,84.39,10.13
1695250800,2023-09-20 23:00:00,4,1508.71,38.44,21.76,0,33.86,73.8,87.49,10.51
1695254400,2023-09-21 00:00:00,5,1615.52,45.6,22.62,0.77,43.39,77.95,93.44,11.65
1695258000,2023-09-21 01:00:00,5,1602.17,48.73,25.02,4.6,53.41,75.69,91.61,11.15
1695261600,2023-09-21 02:00:00,5,1575.47,44.7,33.59,10.37,57.7,76.46,92.26,11.27
1695265200,2023-09-21 03:00:00,5,1495.36,32.19,48.67,21.64,61.04,79.35,94.64,12.03
1695268800,2023-09-21 04:00:00,4,947.95,9.72,36.33,55.79,39.1,54.11,62.75,7.41
1695272400,2023-09-21 05:00:00,4,794.41,4.14,26.39,101.57,31.95,53.95,60.53,6.33
1695276000,2023-09-21 06:00:00,4,827.79,2.29,21.76,154.5,31.47,72.29,78.89,6.59
1695279600,2023-09-21 07:00:00,5,934.6,1.58,23.99,200.27,36.72,97.65,104.67,7.73
1695283200,2023-09-21 08:00:00,5,1054.76,1.16,30.85,217.44,42.92,118.88,126.61,9.25
1695286800,2023-09-21 09:00:00,5,1121.52,0.6,35.3,208.85,43.39,119.02,127,10.01
1695290400,2023-09-21 10:00:00,5,1762.39,0.57,59.63,140.19,41.96,117,127.56,13.3
1695294000,2023-09-21 11:00:00,5,3017.43,0.26,104.19,49.35,45.78,132.53,149.19,17.48
1695297600,2023-09-21 12:00:00,5,4112.24,8.61,124.75,3.26,51.5,162.18,187.29,21.03
1695301200,2023-09-21 13:00:00,5,4592.9,23.25,113.79,0.02,51.5,186.65,219.76,21.79
1695304800,2023-09-21 14:00:00,5,3845.21,24.59,87.74,0,43.39,165.97,199.58,16.72
1695308400,2023-09-21 15:00:00,5,2670.29,20.56,66.49,0,37.19,118.74,147.67,12.92
1695312000,2023-09-21 16:00:00,4,1655.58,15.2,50.72,0.01,34.81,71.88,93.5,10.26
1695315600,2023-09-21 17:00:00,4,1535.42,18.55,40.78,0,29.8,64.71,84.28,9.12
1695319200,2023-09-21 18:00:00,4,1482.01,21.01,33.93,0,26.46,63.24,81.79,9.25
1695322800,2023-09-21 19:00:00,4,1455.31,23.25,28.45,0,25.03,64.42,82.67,9.88
1695326400,2023-09-21 20:00:00,4,1482.01,26.38,24.68,0,23.84,67.87,86.27,10.39
1695330000,2023-09-21 21:00:00,4,1575.47,31.29,22.28,0,23.37,74.22,92.51,11.02
1695333600,2023-09-21 22:00:00,5,1762.39,39.79,20.56,0,24.08,85.44,102.91,11.27
1695337200,2023-09-21 23:00:00,5,1976.01,49.17,19.36,0,27.89,97.47,116.02,11.91
1695340800,2023-09-22 00:00:00,5,2296.45,62.58,21.25,0.04,39.1,110.98,132.89,14.06
1695344400,2023-09-22 01:00:00,5,2082.82,61.69,32.9,0.24,60.56,102.24,123.28,12.79
1695348000,2023-09-22 02:00:00,5,2082.82,64.37,38.39,0.29,69.62,99.84,121.67,13.93
1695351600,2023-09-22 03:00:00,5,2029.42,65.27,40.44,0.17,75.34,97.18,119.94,15.83
1695355200,2023-09-22 04:00:00,4,1482.01,39.79,38.39,2.59,56.74,69.42,86.79,11.78
1695358800,2023-09-22 05:00:00,4,1134.87,21.46,40.44,7.06,45.3,51.39,64.33,9.75
1695362400,2023-09-22 06:00:00,3,988.01,12.63,42.5,17.34,41.01,46.44,57.73,9.12
1695366000,2023-09-22 07:00:00,3,974.66,8.83,47.98,25.03,43.39,47.71,58.36,9.63
1695369600,2023-09-22 08:00:00,4,1014.71,6.98,55.52,22.53,47.21,51.14,61.18,10.64
1695373200,2023-09-22 09:00:00,4,1041.41,4.69,61.01,20.38,46.73,52.41,60.9,10.77
1695376800,2023-09-22 10:00:00,4,1268.39,3.32,67.86,22.71,45.3,58.2,66.67,12.03
1695380400,2023-09-22 11:00:00,4,1628.88,0.87,80.88,18.78,45.3,70.14,81.28,13.81
1695384000,2023-09-22 12:00:00,5,1842.5,0.4,84.31,13.95,44.82,81.02,95.68,14.57
1695387600,2023-09-22 13:00:00,5,1895.9,0.99,80.88,8.4,43.87,85.53,103.49,14.44
1695391200,2023-09-22 14:00:00,5,1735.69,3.41,71.97,2.62,41.96,79.11,98.71,13.3
1695394800,2023-09-22 15:00:00,4,1548.77,9.61,61.69,0.15,41.01,69.37,89.24,11.91
1695398400,2023-09-22 16:00:00,4,1388.55,13.75,51.41,0.01,38.15,59.21,77.91,10.39
1695402000,2023-09-22 17:00:00,4,1295.09,15.2,44.55,0.01,33.86,52.86,70.44,9.12
1695405600,2023-09-22 18:00:00,3,1188.28,12.96,39.41,0.02,28.13,48.26,64.16,8.23
1695409200,2023-09-22 19:00:00,3,1094.82,10.51,36.33,0.05,24.8,45.47,59.29,7.73
1695412800,2023-09-22 20:00:00,3,1054.76,9.95,33.93,0.07,23.37,44.64,56.35,7.79
1695416400,2023-09-22 21:00:00,3,1054.76,10.51,32.56,0.05,22.89,46.2,56.9,8.04
1695420000,2023-09-22 22:00:00,4,1108.17,12.74,32.22,0.02,24.32,50.52,61.01,8.49
1695423600,2023-09-22 23:00:00,4,1201.63,16.32,32.22,0.01,27.66,56.03,67.36,9.12
1695427200,2023-09-23 00:00:00,4,1321.79,22.13,31.87,1.34,33.86,62.64,75.83,10.13
1695430800,2023-09-23 01:00:00,4,1321.79,25.93,31.53,8.49,41.96,63.83,77.46,9.12
1695434400,2023-09-23 02:00:00,4,1441.96,26.82,33.93,18.24,48.16,69.09,82.68,10.01
1695438000,2023-09-23 03:00:00,5,1508.71,19.22,40.78,43.63,54.36,76.88,89.55,10.26
1695441600,2023-09-23 04:00:00,4,961.3,7.15,30.85,98.71,36.24,61.7,70.25,7.54
1695445200,2023-09-23 05:00:00,4,754.36,3.05,20.91,150.2,29.09,70.06,76.91,6.65
1695448800,2023-09-23 06:00:00,5,700.95,1.58,14.74,183.11,25.51,79.53,85.74,6.65
1695452400,2023-09-23 07:00:00,5,687.6,1.3,14.22,188.83,24.32,77.5,83.44,7.16
1695456000,2023-09-23 08:00:00,5,700.95,1.22,16.11,188.83,24.56,76.41,82.39,8.23
1695459600,2023-09-23 09:00:00,5,714.3,0.92,18.16,185.97,23.13,77.96,83.96,9.12
1695463200,2023-09-23 10:00:00,5,894.55,0.59,28.1,167.37,25.27,88.14,95.3,12.03
1695466800,2023-09-23 11:00:00,5,1201.63,0.07,41.47,130.18,29.33,99.87,109.56,15.33
1695470400,2023-09-23 12:00:00,5,1415.25,0,48.67,95.84,30.99,107.38,120.13,15.96
1695474000,2023-09-23 13:00:00,5,1522.06,0,52.78,65.09,30.99,106.54,122.13,15.2
1695477600,2023-09-23 14:00:00,5,1575.47,0.01,55.52,33.97,29.09,99.04,117.3,14.31
1695481200,2023-09-23 15:00:00,5,1642.23,0.65,58.26,10.91,27.89,94.28,114.83,13.55
1695484800,2023-09-23 16:00:00,5,1922.61,8.61,54.84,0.62,25.51,102.27,126.21,13.3
1695488400,2023-09-23 17:00:00,5,2243.04,21.01,45.93,0,22.17,112.99,139.8,14.31
1695492000,2023-09-23 18:00:00,5,2376.56,28.61,39.07,0,21.22,120.43,149.04,17.99
1695495600,2023-09-23 19:00:00,5,2456.67,35.32,34.96,0,23.13,130.09,158.85,21.53
1695499200,2023-09-23 20:00:00,5,2483.37,40.68,33.24,0,24.32,136.48,161.04,18.75
1695502800,2023-09-23 21:00:00,5,2403.26,43.36,33.24,0,25.99,137.8,158.09,15.96
1695506400,2023-09-23 22:00:00,5,2189.64,38.89,34.27,0,26.7,130.01,146.55,14.06
1695510000,2023-09-23 23:00:00,5,2109.53,38,30.16,0,25.99,126.93,142.41,13.55
1695513600,2023-09-24 00:00:00,5,2216.34,43.36,27.76,0.21,31.47,128.59,145.25,14.44
1695603600,2023-09-25 01:00:00,5,2296.45,34.87,64.43,1.72,73.43,203.85,222.2,11.65
1695607200,2023-09-25 02:00:00,5,2082.82,28.39,71.29,12.7,78.2,177.03,194.68,10.51
1695610800,2023-09-25 03:00:00,5,1869.2,15.42,71.97,55.07,77.25,167.66,185.3,10.51
1695614400,2023-09-25 04:00:00,5,1188.28,3.44,39.07,138.76,47.68,129.85,140.5,5.13
1695618000,2023-09-25 05:00:00,5,894.55,1.2,26.39,153.06,36.24,97.07,103.92,4.94
1695621600,2023-09-25 06:00:00,4,727.65,0.38,22.62,131.61,29.09,72.86,76.87,4.62
1695625200,2023-09-25 07:00:00,4,834.47,0.03,35.64,92.98,38.62,70.79,74.26,6.02
1695628800,2023-09-25 08:00:00,5,1108.17,0.22,55.52,61.51,53.88,82.24,86.89,8.23
1695632400,2023-09-25 09:00:00,5,1428.6,1.2,76.77,36.84,67.71,91.56,97.89,10.26
1695636000,2023-09-25 10:00:00,5,1842.5,6.2,95.96,18.24,77.25,104.92,114.03,13.3
1695639600,2023-09-25 11:00:00,5,2323.15,11.73,108.3,2.26,78.2,118.76,131.83,14.82
1695643200,2023-09-25 12:00:00,5,2563.48,18.55,102.82,0.02,70.57,128.03,145.99,14.95
1695646800,2023-09-25 13:00:00,5,2563.48,22.35,87.05,0.01,58.65,129.57,151.72,15.2
1695650400,2023-09-25 14:00:00,5,2563.48,23.92,71.97,0,47.21,130.64,158.14,14.82
1695654000,2023-09-25 15:00:00,5,2456.67,21.23,62.38,0.01,38.15,128.17,160.32,13.81
1695657600,2023-09-25 16:00:00,5,2296.45,17.88,57.58,0.01,32.42,125.33,159.81,12.54
1695661200,2023-09-25 17:00:00,5,2109.53,15.42,54.15,0.02,28.85,122.19,154.34,11.27
1695664800,2023-09-25 18:00:00,5,1922.61,12.63,51.41,0.06,27.66,120.31,147.35,11.15
1695668400,2023-09-25 19:00:00,5,1735.69,8.72,49.35,0.22,26.94,118.05,137.64,10.77
1695672000,2023-09-25 20:00:00,5,1522.06,5.76,45.24,0.6,25.99,110.49,125.3,9.88
1695675600,2023-09-25 21:00:00,5,1295.09,4.19,40.1,1.17,25.75,98.29,110.07,9.12
1695679200,2023-09-25 22:00:00,5,1028.06,2.18,35.99,3.8,26.23,80.15,88.31,7.73
1695682800,2023-09-25 23:00:00,4,867.84,0.78,33.93,9.3,26.7,63.96,69.33,6.14
1695686400,2023-09-26 00:00:00,4,921.25,0.56,37.01,13.41,29.09,59.79,65.04,5.89
1695690000,2023-09-26 01:00:00,4,1081.47,2.21,43.18,14.84,32.42,61.38,67.53,6.08
1695693600,2023-09-26 02:00:00,4,1361.85,7.49,50.04,11.18,38.62,70.36,78.68,7.6
1695697200,2023-09-26 03:00:00,5,1508.71,11.29,54.15,13.23,44.35,78.96,89.38,9.25
1695700800,2023-09-26 04:00:00,5,1495.36,9.05,59.63,15.56,48.16,81.12,92.12,9.63
1695704400,2023-09-26 05:00:00,5,1455.31,6.87,63.75,17.17,52.45,79.64,90.28,8.74
1695708000,2023-09-26 06:00:00,4,1201.63,2.49,52.78,25.39,45.3,65.39,72.98,6.78
1695711600,2023-09-26 07:00:00,4,907.9,0.17,37.01,38.27,34.81,56.2,60.58,4.75
1695715200,2023-09-26 08:00:00,4,881.2,0.02,34.62,37.19,33.86,61.34,64.84,4.18
1695718800,2023-09-26 09:00:00,4,894.55,0.01,33.93,36.84,31.95,66.46,69.55,3.93
1695722400,2023-09-26 10:00:00,4,921.25,0.01,34.96,35.76,29.09,68.17,71.08,3.99
1695726000,2023-09-26 11:00:00,4,974.66,0.02,39.07,29.33,29.33,68.58,71.85,4.43
1695729600,2023-09-26 12:00:00,4,988.01,0.05,40.44,24.32,30.52,69.26,73.11,5
1695733200,2023-09-26 13:00:00,4,988.01,0.12,40.1,20.03,31.95,71.67,76.21,5.57
1695736800,2023-09-26 14:00:00,4,1001.36,0.28,40.44,14.84,32.9,73.53,78.65,6.08
1695740400,2023-09-26 15:00:00,4,1028.06,0.71,41.47,9.75,34.33,74.33,80.21,6.84
1695744000,2023-09-26 16:00:00,4,1041.41,1.66,42.5,5.05,35.29,71.51,77.63,6.97
1695747600,2023-09-26 17:00:00,4,934.6,1.98,39.76,3.84,32.9,62.28,67.12,6.02
1695751200,2023-09-26 18:00:00,4,814.44,1.63,36.33,4.34,30.04,54.36,58.14,5.51
1695754800,2023-09-26 19:00:00,3,720.98,1.38,32.9,4.96,27.89,48.13,51.45,5.19
1695758400,2023-09-26 20:00:00,3,667.57,1.47,30.85,4.78,26.46,44.05,47.08,5
1695762000,2023-09-26 21:00:00,3,640.87,1.87,29.47,3.89,26.23,41.97,44.83,4.88
1695765600,2023-09-26 22:00:00,3,627.52,2.57,28.79,2.84,26.23,40.94,43.8,4.88
1695769200,2023-09-26 23:00:00,3,660.9,4.58,28.45,1.3,27.66,41.91,45.12,5.26
1695772800,2023-09-27 00:00:00,3,841.14,10.62,28.79,0.27,31.47,47.17,51.61,6.4
1695776400,2023-09-27 01:00:00,4,1108.17,19.45,30.5,0.12,36.24,53.27,59.1,7.54
1695780000,2023-09-27 02:00:00,4,1174.93,23.69,32.56,0.18,41.48,55.14,61.56,8.11
1695783600,2023-09-27 03:00:00,4,1054.76,21.23,34.62,0.37,44.82,50.35,56.37,8.23
1695787200,2023-09-27 04:00:00,3,821.11,12.85,36.33,0.56,41.96,37.16,41.45,6.46
1695790800,2023-09-27 05:00:00,3,821.11,17.21,34.27,0.61,47.68,34.15,38.27,6.4
1695794400,2023-09-27 06:00:00,3,834.47,20.56,34.62,0.97,52.93,32.17,36.36,6.33
1695798000,2023-09-27 07:00:00,3,921.25,16.76,45.24,1.54,53.41,33.08,37.47,6.65
1695801600,2023-09-27 08:00:00,3,1001.36,6.98,56.21,3.26,50.07,33.55,37.95,6.65
1695805200,2023-09-27 09:00:00,3,1014.71,0.82,54.15,13.23,44.82,32.53,36.67,6.33
1695808800,2023-09-27 10:00:00,3,1201.63,1.44,58.26,10.1,45.3,36.55,41.46,7.22
1695812400,2023-09-27 11:00:00,3,1562.12,12.74,63.75,0.39,51.98,47.39,54.17,8.87
1695816000,2023-09-27 12:00:00,4,1789.09,25.7,61.69,0,54.36,57.95,66.99,10.13
1695819600,2023-09-27 13:00:00,4,1735.69,29.5,56.21,0,52.93,61.45,71.85,10.77
1695823200,2023-09-27 14:00:00,4,1562.12,29.5,49.35,0,52.45,59.7,70.3,11.02
1695826800,2023-09-27 15:00:00,4,1441.96,31.29,44.55,0,55.31,58.41,68.41,11.4
1695830400,2023-09-27 16:00:00,4,1255.04,31.29,41.81,0,57.7,53.54,62.03,10.13
1695834000,2023-09-27 17:00:00,3,1094.82,27.49,38.73,0,51.98,47.32,54.1,7.85
1695837600,2023-09-27 18:00:00,3,894.55,18.33,35.3,0.01,41.48,40.44,45.61,6.4
1695841200,2023-09-27 19:00:00,3,754.36,12.52,31.53,0.04,33.86,34.5,38.43,5.76
1695844800,2023-09-27 20:00:00,3,694.27,11.18,29.13,0.07,31.47,31.48,34.91,5.7
1695848400,2023-09-27 21:00:00,3,674.25,11.51,28.79,0.07,31.95,30.64,33.89,5.83
1695852000,2023-09-27 22:00:00,3,674.25,12.07,29.13,0.06,32.9,30.88,34.13,6.08
1695855600,2023-09-27 23:00:00,3,727.65,14.98,29.82,0.03,35.76,33.64,37.36,6.71
1695859200,2023-09-28 00:00:00,3,974.66,23.02,30.5,0.11,41.48,42.06,47.5,8.49
1695862800,2023-09-28 01:00:00,4,1361.85,35.32,33.24,0.46,49.59,52.58,59.71,10.01
1695866400,2023-09-28 02:00:00,4,1495.36,38.44,36.67,0.98,53.41,56.46,64.06,9.75
1695870000,2023-09-28 03:00:00,4,1308.44,30.85,38.39,1.94,51.98,54.24,61.38,8.74
1695873600,2023-09-28 04:00:00,3,1054.76,19.22,41.13,3,48.16,48.37,54.29,7.28
1695877200,2023-09-28 05:00:00,3,988.01,14.53,43.53,2.95,49.59,45.84,51.24,7.03
1695880800,2023-09-28 06:00:00,3,988.01,13.52,45.24,1.81,51.5,45.73,50.97,7.03
1695884400,2023-09-28 07:00:00,4,1321.79,25.26,45.93,0.64,57.7,54.92,61.61,9.37
1695888000,2023-09-28 08:00:00,4,1922.61,46.94,47.98,0.31,66.76,72.13,81.4,13.17
1695891600,2023-09-28 09:00:00,5,2536.77,67.95,51.41,0.21,76.29,88.39,100,17.48
1695895200,2023-09-28 10:00:00,5,3471.37,95.67,54.84,0.18,84.88,107.89,122.21,23.31
1695898800,2023-09-28 11:00:00,5,4966.74,141.26,56.89,0.01,89.65,142.74,161.96,28.37
1695902400,2023-09-28 12:00:00,5,6355.29,182.39,57.58,0,94.41,192.18,218.14,32.42
1695906000,2023-09-28 13:00:00,5,7049.56,202.06,58.26,0,92.51,238.14,269.43,31.16
1695909600,2023-09-28 14:00:00,5,6782.53,196.7,58.26,0,82.97,256.07,287.82,23.31
1695913200,2023-09-28 15:00:00,5,5447.39,160.93,61.69,0,78.2,230.3,255.04,16.21
1695916800,2023-09-28 16:00:00,5,3311.16,100.14,68.55,0,77.25,163.14,179.24,10.64
1695920400,2023-09-28 17:00:00,5,2483.37,69.74,66.49,0,65.8,128.37,140.85,9.5
1695924000,2023-09-28 18:00:00,5,2082.82,55.43,63.75,0,63.9,110.74,121,9.75
1695927600,2023-09-28 19:00:00,5,1695.63,42.47,61.01,0,61.04,96.32,104.71,9.63
1695931200,2023-09-28 20:00:00,5,1428.6,33.53,56.21,0,56.74,86.33,93.45,9.25
1695934800,2023-09-28 21:00:00,5,1295.09,30.85,52.09,0,55.31,81.08,87.55,9.25
1695938400,2023-09-28 22:00:00,5,1241.68,31.74,47.98,0,55.79,78.1,84.4,9.75
1695942000,2023-09-28 23:00:00,4,1228.33,31.74,43.87,0,54.84,74.58,81.23,10.39
1695945600,2023-09-29 00:00:00,5,1415.25,34.87,41.13,0.01,54.84,75.17,83.46,12.03
1695949200,2023-09-29 01:00:00,5,1842.5,47.39,41.13,0.08,61.04,81.04,91.42,13.55
1695952800,2023-09-29 02:00:00,5,2056.12,56.33,43.18,0.1,69.62,85.07,96.85,13.81
1695956400,2023-09-29 03:00:00,5,1976.01,54.09,46.61,0.1,76.29,84.3,96.21,13.81
1695960000,2023-09-29 04:00:00,4,1308.44,12.85,61.01,2.73,54.84,61.69,68.85,8.11
1695963600,2023-09-29 05:00:00,4,1081.47,0.68,62.38,13.23,49.11,53.62,58.97,6.78
1695967200,2023-09-29 06:00:00,4,1028.06,0.04,56.89,29.68,48.64,54.77,59.6,6.9
1695970800,2023-09-29 07:00:00,4,1108.17,0.02,62.38,32.19,55.31,59.69,64.87,7.98
1695974400,2023-09-29 08:00:00,4,1295.09,0.36,79.51,16.27,66.76,68.61,74.66,9.12
1695978000,2023-09-29 09:00:00,5,1415.25,3.13,87.74,4.56,71.53,75.03,81.6,9.25
1695981600,2023-09-29 10:00:00,5,3417.97,58.11,80.88,0.52,63.9,122.47,137.3,16.72
1695985200,2023-09-29 11:00:00,5,6515.5,150.2,68.55,0.01,65.8,203.21,230.72,25.84
1695988800,2023-09-29 12:00:00,5,9078.98,232.46,61.69,0,79.15,299.86,340.42,43.57
1695992400,2023-09-29 13:00:00,5,10681.15,275.37,61.69,0,97.27,392.65,444.38,65.86
1695996000,2023-09-29 14:00:00,5,11749.27,300.41,58.95,0,95.37,483.58,545.09,66.88
1695999600,2023-09-29 15:00:00,5,12176.51,314.71,57.58,0,85.83,550.39,617.48,55.73
1696003200,2023-09-29 16:00:00,5,7049.56,182.39,76.09,0,88.69,360.65,399.34,28.37
1696006800,2023-09-29 17:00:00,5,6568.91,168.09,78.14,0,80.11,348.59,378.2,20.77
1696010400,2023-09-29 18:00:00,5,5447.39,130.53,82.94,0,68.66,307.43,326.79,12.29
1696014000,2023-09-29 19:00:00,5,2830.51,56.33,90.48,0,71.53,207.9,217.71,4.37
1696017600,2023-09-29 20:00:00,5,2002.72,27.27,80.2,0,53.41,171.72,179.19,5.07
1696021200,2023-09-29 21:00:00,5,1682.28,17.43,71.29,0,43.87,159.7,166.6,6.27
1696024800,2023-09-29 22:00:00,5,1522.06,13.52,63.06,0.02,40.05,154.36,160.67,6.9
1696028400,2023-09-29 23:00:00,5,1441.96,13.19,56.89,0.02,41.01,149.17,155.54,7.28
1696032000,2023-09-30 00:00:00,5,1495.36,17.21,54.15,0.23,48.16,144.76,152.47,8.23
1696208400,2023-10-02 01:00:00,5,2937.32,74.21,52.09,1.05,74.39,237.07,253.04,11.53
1696212000,2023-10-02 02:00:00,5,2937.32,76.89,56.21,5.9,82.97,218.58,238.21,14.82
1696215600,2023-10-02 03:00:00,5,3044.13,67.06,75.4,21.1,91.55,222.56,245.16,19.76
1696219200,2023-10-02 04:00:00,5,1441.96,21.23,61.01,74.39,67.71,123.74,137.75,9.5
1696222800,2023-10-02 05:00:00,5,1014.71,6.82,41.47,141.62,51.98,113.5,124.26,7.22
1696226400,2023-10-02 06:00:00,5,867.84,2.51,25.7,205.99,42.44,128.35,137.8,6.59
1696230000,2023-10-02 07:00:00,5,767.71,1.58,20.73,228.88,37.67,126.4,135.1,6.71
1696233600,2023-10-02 08:00:00,5,734.33,1.52,23.31,214.58,36.24,114.74,123.28,7.66
1696237200,2023-10-02 09:00:00,5,734.33,1.23,26.39,188.83,33.86,100.4,108.66,8.61
1696240800,2023-10-02 10:00:00,5,907.9,0.75,38.73,144.48,36.24,94.85,103.73,11.27
1696244400,2023-10-02 11:00:00,5,1148.22,0.06,52.09,92.98,40.05,95.16,106.12,15.07
1696248000,2023-10-02 12:00:00,5,1268.39,0,58.95,55.79,40.05,95.57,109.18,16.47
1696251600,2023-10-02 13:00:00,5,1361.85,0.03,61.01,30.4,37.19,98.64,115.5,15.58
1696255200,2023-10-02 14:00:00,5,1508.71,0.89,63.06,10.28,35.29,106.5,127.33,14.44
1696258800,2023-10-02 15:00:00,5,1668.93,5.53,61.01,1.21,34.81,116.99,141.24,13.3
1696262400,2023-10-02 16:00:00,5,2109.53,19.22,53.47,0.02,32.42,138.4,167.32,13.05
1696266000,2023-10-02 17:00:00,5,2563.48,33.97,44.55,0,27.42,159.28,192.04,13.55
1696269600,2023-10-02 18:00:00,5,2750.4,43.36,37.7,0,25.03,174.09,209.13,16.21
1696273200,2023-10-02 19:00:00,5,2937.32,51.86,33.24,0,26.23,190.06,224.13,19.76
1696276800,2023-10-02 20:00:00,5,3124.24,62.58,30.85,0,28.61,208.38,238.21,21.03
1696280400,2023-10-02 21:00:00,5,3311.16,74.21,28.1,0,29.8,224.85,249.51,21.53
1696284000,2023-10-02 22:00:00,5,3337.86,79.57,26.05,0,29.56,225.95,245.49,20.27
1696287600,2023-10-02 23:00:00,5,3337.86,82.25,23.99,0,30.28,217.56,236.01,17.99
1696291200,2023-10-03 00:00:00,5,3738.4,94.77,23.65,0.11,38.15,219.41,241.07,19
1696294800,2023-10-03 01:00:00,5,2777.1,74.21,43.87,1.1,64.85,159.22,180.06,12.29
1696298400,2023-10-03 02:00:00,5,2990.72,84.04,48.67,1.7,79.15,146.88,169.62,15.45
1696302000,2023-10-03 03:00:00,5,3364.56,101.92,54.84,2.01,99.18,153.61,178.58,20.27
1696305600,2023-10-03 04:00:00,5,1762.39,38.89,71.97,16.99,81.06,103.52,117.88,10.01
1696309200,2023-10-03 05:00:00,5,1321.79,19,70.6,43.99,69.62,87.52,98.02,8.11
1696312800,2023-10-03 06:00:00,5,1268.39,13.41,67.86,80.11,68.66,89.68,99.15,8.49
1696316400,2023-10-03 07:00:00,5,1228.33,8.38,58.26,135.9,62.94,100.87,109.57,8.87
1696320000,2023-10-03 08:00:00,5,1148.22,4.19,49.35,183.11,59.13,120.25,128.89,9.12
1696323600,2023-10-03 09:00:00,5,1094.82,2.07,43.53,208.85,52.93,129.29,138.34,9.88
1696327200,2023-10-03 10:00:00,5,1695.63,1.15,65.12,161.65,52.45,143.29,156.25,18.49
1696330800,2023-10-03 11:00:00,5,2563.48,0.1,93.22,82.97,52.45,161.87,180.52,27.87
1696334400,2023-10-03 12:00:00,5,2964.02,0.01,102.82,36.12,49.59,178.24,202.69,28.63
1696338000,2023-10-03 13:00:00,5,2857.21,0.04,93.22,23.96,43.87,196.85,225.64,22.8
1696341600,2023-10-03 14:00:00,5,2563.48,0.06,78.83,21.46,38.15,213.56,244.08,17.99
1696345200,2023-10-03 15:00:00,5,2323.15,0.24,71.29,14.66,35.29,215.92,246.63,14.69
1696348800,2023-10-03 16:00:00,5,2029.42,0.83,67.17,9.03,34.33,203.15,231.88,12.41
1696352400,2023-10-03 17:00:00,5,2002.72,3.49,64.43,1.81,30.04,198.85,226.95,11.02
1696356000,2023-10-03 18:00:00,5,2002.72,6.54,58.95,0.3,27.42,197.54,224.99,10.64
1696359600,2023-10-03 19:00:00,5,2082.82,11.62,53.47,0.03,25.75,205.53,229.93,11.27
1696363200,2023-10-03 20:00:00,5,2296.45,19.45,46.61,0,24.56,220.43,243.12,13.17
1696366800,2023-10-03 21:00:00,5,2510.07,27.94,40.78,0,25.03,235.34,257.03,15.58
1696370400,2023-10-03 22:00:00,5,2723.69,38.89,35.99,0,26.7,246.41,266.45,16.72
1696374000,2023-10-03 23:00:00,5,2990.72,53.2,31.53,0,30.52,253.09,272.71,16.47
1696377600,2023-10-04 00:00:00,5,3471.37,73.31,32.22,0.12,42.92,262.58,284.69,17.99
1696381200,2023-10-04 01:00:00,5,3017.43,76,51.41,2.17,77.25,224.8,247.09,14.69
1696384800,2023-10-04 02:00:00,5,3070.83,84.04,57.58,7.6,89.65,205.22,230.15,16.21
1696388400,2023-10-04 03:00:00,5,2937.32,66.16,84.31,26.82,102.04,199.11,225.07,17.99
1696392000,2023-10-04 04:00:00,5,1762.39,18.33,76.77,114.44,81.06,169.08,185.5,9.12
1696395600,2023-10-04 05:00:00,5,1295.09,5.14,46.61,214.58,62.94,186.57,198.77,6.71
1696399200,2023-10-04 06:00:00,5,1134.87,1.73,25.7,294.69,51.02,221,232.19,6.02
